0.0024809770862839306,4.001024838126169e-06,2.1501100162183305e-08,1.7676269700915514e-08,3.4400275186937514e-16,3.3784466987495464e-11,2.0293150221159527e-17
0.0025641964838316817,4.828814450375974e-06,1.1819374354342912e-08,7.910512614093436e-09,7.609781414066362e-17,1.639749704187976e-11,7.734983258260871e-18
0.002806251005936676,5.723504773969438e-06,1.500476710212798e-08,1.0088230289751722e-08,1.2344436747334685e-16,2.2947853133161723e-11,1.292022476131873e-17
0.0027149503222299943,5.106874183045389e-06,1.5799993752965025e-08,1.0225773995142743e-08,1.294056385712456e-16,2.2000751259547112e-11,1.2193696152163678e-17
0.002802565463502119,5.7570645319403596e-06,1.5905723237628027e-08,1.0678774828348462e-08,1.3861930089857704e-16,2.4492028342607852e-11,1.241604357447717e-17
0.0028070474812169136,5.727248167458037e-06,1.50319934899068e-08,1.0091819066132257e-08,1.2360729426488288e-16,2.2947690724266966e-11,1.3080937936785084e-17
0.002318451609801824,3.976367186211374e-06,5.447945374846209e-09,3.211102404876782e-09,1.3247572282825013e-17,5.759071933597969e-12,2.21012784493307e-18
0.002514893768296534,4.557871929606894e-06,9.110108798180912e-09,5.959920170725404e-09,4.3685932743767967e-17,1.2041150112043838e-11,4.489031100329735e-18
0.0023952753933523512,3.692386149103628e-06,9.821370832879066e-09,5.590494258687131e-09,4.093800181810952e-17,9.95734514164408e-12,6.33257567825175e-18
0.0024598621816964393,4.076483899198911e-06,9.827274267200288e-09,5.614460798392502e-09,4.128182938576549e-17,1.0672918131356199e-11,5.91958149455318e-18
0.0026961982400821186,5.438927294106192e-06,1.0424245858943815e-08,6.918159091237219e-09,5.841255141503366e-17,1.524103191287301e-11,6.288133103083848e-18
0.002793291447948402,5.803787141808767e-06,1.528633635230279e-08,1.0508722059584899e-08,1.3274514750059125e-16,2.4179679596179905e-11,1.0895224807148246e-17
0.0024627512243162184,4.068224827010536e-06,1.1005798567674011e-08,6.901508101540932e-09,6.004984692013719e-17,1.3054184088956302e-11,3.4483267418955073e-18
0.0021658069669002094,2.723922286386534e-06,1.80641885569854e-09,1.9129600451639045e-10,-1.0404250465114378e-20,-1.9125173033714824e-13,1.119698885088686e-19
0.004310586083205737,1.3111158722142685e-05,2.142246127835267e-08,3.780350277459415e-09,1.3272360261225851e-17,2.934372211646338e-12,3.132405664783419e-17
0.0027181395464368346,5.551372763172898e-06,1.2450603803775196e-08,8.394467805703993e-09,8.540554788306536e-17,1.8472984453014512e-11,8.416907251530621e-18
0.0025465751454091137,4.788799539390869e-06,1.1591936039263881e-08,7.976336560112841e-09,7.641005245073152e-17,1.6641544079678492e-11,6.638086422194393e-18
0.002630952422590826,4.965003379370662e-06,1.3506145029301631e-08,9.134454571532776e-09,1.0101225229775447e-16,1.9479626181580395e-11,9.508358338774371e-18
0.002802565463502119,5.7570645319403596e-06,1.5905723237628027e-08,1.0678774828348462e-08,1.3861930089857704e-16,2.4492028342607852e-11,1.241604357447717e-17
